data_bulan,data_tahun,nama,id_tps,alamat,kecamatan,kelurahan,jenis_fasilitas,thn_bangun,klasifikasi_struktur,klasifikasi_pengangkutan,tahun,status,kapasitas,vol_masuk,vol_dikelola,volume_sampah_diolah,vol_diangkut,waktu_angkut
3,2025,TPS MAKAM MATARAM,151,JL. MAKAM PUTAT JAYA,Kec. Sawahan,Kel. Putat Jaya,TPS,0,TPS,armroll,,aktif,56,56,56,56,56,1
3,2025,TPS Joyoboyo,152,Jl. Joyoboyo Gunungsari,Kec. Wonokromo,Kel. Sawunggaling,TPS,0,TPS,compactor,,aktif,26.4,26.4,26.4,26.4,26.4,1
3,2025,TPS WONOBOYO,153,JL. WONOBOYO BATANGHARI,Kec. Wonokromo,Kel. Swunggaling,TPS,0,TPS,armroll,,aktif,14,14,14,14,14,1
3,2025,TPS Mbah Ratu,71,Jl. Gresik,Kec. Krembangan,Kel. Morokrembangan,TPS,0,TPS,armroll,,aktif,14,14,14,14,14,1
3,2025,TPS BRIMOB PPI,72,JL. SEDAYU 2,Kec. Krembangan,Kel. Morokrembangan,TPS,0,TPS,armroll,,aktif,8,8,8,8,8,1
3,2025,LANDASAN TAMBAK ASRI,73,JL. TAMBAK ASRI,Kec. Asemrowo,Kel. Genting Kalianak,TPS,0,LANDASAN,armroll,,aktif,14,14,14,14,14,1
3,2025,TPS TANJUNG SADARI,74,JL. TANJUNG SADARI,Kec. Krembangan,Kel. Perak Barat,TPS,0,TPS,armroll,,aktif,28,28,28,28,28,1
3,2025,TPS KREMBANGAN BARAT,75,JL.KREMBANGAN BARAT,Kec. Krembangan,Kel. Krembangan Selatan,TPS,0,TPS,compactor,,aktif,42,42,42,42,42,1
3,2025,TPS Bukit Mas,154,Jl. Puncak Bukit Mas - Dukuh pakis,Kec. Dukuh Pakis,Kel. Dukuh Pakis,TPS,0,TPS,armroll,,aktif,8,8,8,8,8,1
3,2025,TPS MOROKREMBANGAN,76,JL. GADUKAN UTARA,Kec. Krembangan,Kel. Morokrembangan,TPS,0,TPS,armroll,,aktif,14,14,14,14,14,1
3,2025,TPS Wonokusumo Kidul,77,Jl. Wonokusumo Kidul,Kec. Pegirian,Kel. Pegirian,TPS,0,TPS,compactor,,aktif,39.6,39.6,39.6,39.6,39.6,1
3,2025,TPS PEGIRIAN,78,JL. PEGIRIAN,Kec. Semampir,Kel. Sidotopo,TPS,0,TPS,compactor,,aktif,14,14,14,14,14,1
3,2025,TPS BENTENG,79,JL. BENTENG,Kec. PABEAN CANTIKAN,Kel. Nyamplungan,TPS,0,LANDASAN,compactor,,aktif,42,42,42,42,42,1
3,2025,LANDASAN KERTOPATEN,80,JL. KERTOPATEN,Kec. SIMOKERTO,Kel. Sidodadi,TPS,0,LANDASAN,compactor,,aktif,42,42,42,42,42,1
3,2025,LANDASAN KASUARI,81,JL. KASUARI,Kec. PABEAN CANTIKAN,Kel. Krembangan Utara,TPS,0,LANDASAN,armroll,,aktif,14,14,14,14,14,1
3,2025,TPS THP Kenjeran,82,Jl. Kenjeran,Kec. Kenjeran,Kel. Kenjeran,TPS,0,TPS,armroll,,aktif,14,14,14,14,14,1
3,2025,TPS Jati Srono,83,Jl. Jati Srono,Kec. Semampir,Kel. Ujung,TPS,0,TPS,armroll,,aktif,14,14,14,14,14,1
3,2025,TPS Jati Purwo,84,Jl. Jati purwo,Kec. Semampir,Kel. Ujung,TPS,0,TPS,armroll,,aktif,14,14,14,14,14,1
3,2025,TPS MRUTU KALIANYAR,85,JL. MRUTU KALIANYAR,Kec. Semampir,Kel. Wonokusumo,TPS,0,TPS,armroll,,aktif,14,14,14,14,14,1
3,2025,TPS PESAPEN POMPA,86,JL PESAPEN POMPA,Kec. Pabean Cantian,Kel. Krembangan Utara,TPS,0,TPS,armroll,,aktif,14,14,14,14,14,1
3,2025,TPS PASAR BABAAN,87,JL. KEBALEN KULON,Kec. Pabean Cantian,Kel. Krembangan Utara,TPS,0,TPS,armroll,,aktif,28,28,28,28,28,1
3,2025,TPS INDRAPURA PLN,88,JL. INDRAPURA JAYA,Kec. Pabean Cantian,Kel. Perak Timur,TPS,0,TPS,armroll,,aktif,14,14,14,14,14,1
3,2025,TPS SEMUT KALI,89,JL SEMUT KLI,Kec. Pabean Cantian,Kel. Bongkaran,TPS,0,TPS,compactor,,aktif,28,28,28,28,28,1
3,2025,TPS Tambak Deres,90,Jl. Tambak Deres,Kec. Bulak,Kel. Bulak,TPS,0,TPS,armroll,,aktif,14,14,14,14,14,1
3,2025,TPS Memet,91,Jl. Memet Sastro Wirya,Kec. Kenjeran,Kel. Bulak,TPS,0,TPS,armroll,,aktif,14,14,14,14,14,1
3,2025,Landasan Jl. Platuk,92,Jl. DK Bulak Banteng,Kec. Kenjeran,Kel. Bulak Banteng,TPS,0,TPS,armroll,,aktif,14,14,14,14,14,1
3,2025,TPS SIDOTOPO WETAN PASAR,93,PASAR SIDOTOPO WETAN,Kec. Kenjeran,Kel. Sidotopo Wetan,TPS,0,TPS,armroll,,aktif,28,28,28,28,28,1
3,2025,TPS Bulak Banteng Podomoro,94,Jl. Bulak Banteng Pasar Podomoro,Kec. Kenjeran,Kel. Bulak Banteng,TPS,0,TPS,compactor,,aktif,26.4,26.4,26.4,26.4,26.4,1
3,2025,TPS Bulak Banteng Timur,95,Jl. Bulak Banteng Timur,Kec. Kenjeran,Kel. Bulak Banteng,TPS,0,TPS,armroll,,aktif,16,16,16,16,16,1
3,2025,TPS DUKUH BULAK BANTENG,96,JL. BULAK BANTENG SEKOLAHAN,Kec. Kenjeran,Kel. Bulak Banteng,TPS,0,TPS,armroll,,aktif,14,14,14,14,14,1
3,2025,TPS Tanah Kali Kedinding,97,Jl. Tanah Kali Kedinding,Kec. Kenjeran,Kel. Kedung Cowek,TPS,0,TPS,armroll,,aktif,28,28,28,28,28,1
3,2025,TPS Tambak Wedi,98,Jl. Tambak Wedi,Kec. Kenjeran,Kel. Tambak Wedi,TPS,0,TPS,armroll,,aktif,14,14,14,14,14,1
3,2025,TPS Bogen,99,Jl. Bogen Tambaksari,Kec. Tambaksari,Kel. Ploso,TPS,0,TPS,compactor,,aktif,39.6,39.6,39.6,39.6,39.6,1
3,2025,TPS Gubeng Masjid,100,Jl. Gubeng Masjid,Kec. Tambaksari,Kel. Pacar Keling,TPS,0,TPS,armroll,,aktif,8,8,8,8,8,1
3,2025,TPS Gubeng Masjid Pasar,101,Jl. Gubeng Masjid,Kec. Tambaksari,Kel. Pacar Keling,TPS,0,TPS,armroll,,aktif,8,8,8,8,8,1
3,2025,TPS Candi Puro,102,Jl. Candipuro,Kec. Tambaksari,Kel. Pacar Keling,TPS,0,TPS,armroll,,aktif,14,14,14,14,14,1
3,2025,TPS Pasar Pacar Keling,103,Jl. Pacar Keling,Kec. Tambaksari,Kel. Pacar Keling,TPS,0,TPS,armroll,,aktif,28,28,28,28,28,1
3,2025,TPS PETOJO,104,JL. PETOJO,Kec. Tambaksari,Kel. Pacar Keling,TPS,0,TPS,armroll,,aktif,8,8,8,8,8,1
3,2025,TPS Kaliwaron,105,Jl. Kaliwaron,Kec. Gubeng,Kel. Mojo,TPS,0,TPS,compactor,,aktif,29.7,29.7,29.7,29.7,29.7,1
3,2025,TPS Mojoarum,106,Jl. Mojoarum,Kec. Gubeng,Kel. Mojo,TPS,0,TPS,compactor,,aktif,23.1,23.1,23.1,23.1,23.1,1
3,2025,TPS Srikana,107,Jl. Srikana,Kec. Gubeng,Kel. Airlangga,TPS,0,TPS,compactor,,aktif,26.4,26.4,26.4,26.4,26.4,1
3,2025,TPS Kangean,108,Jl. Kangean,Kec. Gubeng,Kel. Gubeng,TPS,0,TPS,compactor,,aktif,19.8,19.8,19.8,19.8,19.8,1
3,2025,TPS Pasar Pucang,109,Jl. Pasar Pucang Anom,Kec. Gubeng,Kel. Gubeng,TPS,0,TPS,armroll,,aktif,14,14,14,14,14,1
3,2025,TPS Kalibokor,110,Jl. Kalibokor,Kec. Gubeng,Kel. Pucang Sewu,TPS,0,TPS,compactor,,aktif,33,33,33,33,33,1
3,2025,TPS Bratang,111,Jl. Bratang Binangun,Kec. Gubeng,Kel. Barata Jaya,TPS,0,TPS,compactor,,aktif,52.8,52.8,52.8,52.8,52.8,1
3,2025,TPS Ngagel Dadi,112,Jl. Ngagel Dadi III,Kec. Wonokromo,Kel. Ngagel Rejo,TPS,0,TPS,armroll,,aktif,14,14,14,14,14,1
3,2025,TPS Bratang Lapangan,113,Jl. Bratang Lapangan,Kec. Gubeng,Kel. Ngagel Rejo,TPS,0,TPS,armroll,,aktif,14,14,12,14,14,1
3,2025,TPS BARATA JAYA,114,JL. BARATAJAYA,Kec. Gubeng,Kel. Baratajaya,TPS,0,TPS,armroll,,aktif,28,28,28,28,28,1
3,2025,TPS Buktong,115,Jl. Menur - Manyar,Kec. Sukolilo,Kel. Menur Pumpungan,TPS,0,Penempatan Container Plastik,compactor,,aktif,19.8,19.8,19.8,19.8,19.8,1
3,2025,TPS Tenggilis Utara,137,Jl. Tenggilis Utara,Kec. Tenggilis Mejoyo,Kel. Tenggilis Utara,TPS,0,TPS,armroll,,aktif,28,28,28,28,28,1
3,2025,TPS ITS,116,Jl. Arif Rahman Hakim,Kec. Sukolilo,Kel. Keputih,TPS,0,TPS,compactor,,aktif,14,14,14,14,14,1
3,2025,TPS IPLT Keputih,117,Jl. Keputih Tegal,Kec. Sukolilo,Kel. Keputih,TPS,0,TPS,armroll,,aktif,14,14,14,14,12,1
3,2025,TPS Gebang Putih,118,Jl. Gebang Putih,Kec. Sukolilo,Kel. Gebang Putih,TPS,0,TPS,armroll,,aktif,14,14,14,14,14,1
3,2025,TPS Klampis Ngasem,119,Jl. Klampis Ngasem,Kec. Sukolilo,Kel. Klampis Ngasem,TPS,0,TPS,compactor,,aktif,14,14,14,14,14,1
3,2025,TPS Kendangsari Telkom,138,Jl. Raya Kendangsari,Kec. Tenggilis Mejoyo,Kel. Penjaringan Sari,TPS,0,TPS,compactor,,aktif,33,33,33,33,33,1
3,2025,TPS Semolowaru,120,Jl. Semolowaru,Kec. Sukolilo,Kel. Semolowaru,TPS,0,TPS,armroll,,aktif,14,14,14,14,14,1
3,2025,TPS KUTISARI PLN,139,JL. KUTISARI PLN,Kec. Tenggilis Mejoyo,Kel. Kutisari,TPS,0,TPS,armroll,,aktif,28,28,28,28,28,1
3,2025,TPS SEMOLOWARU BAHARI (TPU KEPUTIH),121,JL. MEDOKAN KEPUTIH,Kec. Sukolilo,Kel. Medokan Semampir,TPS,0,TPS,armroll,,aktif,14,14,14,14,14,1
3,2025,TPS Prapen,140,Jl. Raya Prapen,Kec. Tenggilis Mejoyo,Kel. Panjang Jiwo,TPS,0,TPS,compactor,,aktif,19.8,19.8,19.8,19.8,19.8,1
3,2025,TPS PRADAH KALI KENDAL,155,JL. DARMO PERMAI SELATAN,Kec. Dukuh Pakis,Kel. Pradah Kali Kendal,TPS,0,TPS,compactor,,aktif,28,28,28,28,28,1
3,2025,TPS Medokan Semampir,122,Jl. Medokan Semampir,Kec. Sukolilo,Kel. Medokan Semampir,TPS,0,TPS,armroll,,aktif,14,14,14,14,14,1
3,2025,TPS ASPOL NGINDEN INTAN,123,JL. NGINDEN INTAN TIMUR,Kec. Sukolilo,Kel. Nginden Jangkungan,TPS,0,TPS,armroll,,aktif,14,14,14,14,14,1
3,2025,TPS Jetis Kulon,156,Jl. Jetis Kulon,Kec. Wonokromo,Kel. Wonokromo,TPS,0,TPS,compactor,,aktif,14,14,14,14,14,1
3,2025,TPS KEJAWAN PUTIH TAMBAK,124,JL. KEJAWAN PUTIH TAMBAK,Kec. Mulyorejo,Kel. Kejawan Putih Tambak,TPS,0,TPS,compactor,,aktif,19.8,19.8,19.8,19.8,19.8,1
3,2025,TPS Ngagel,157,Jl. Ngagel,Kec. Wonokromo,Kel. Ngagel,TPS,0,TPS,compactor,,aktif,19.8,19.8,19.8,19.8,19.8,1
3,2025,TPS Rungkut Alang-Alang,125,Jl. Kali Rungkut,Kec. Rungkut,Kel. Kalirungkut,TPS,0,TPS,compactor,,aktif,14,14,14,14,14,1
3,2025,TPS Rungkut Kidul (Pasar Pahing),126,Jl. Pasar Rungkut Kidul Pasar Pahing,Kec. Rungkut,Kel. Rungkut Kidul,TPS,0,TPS,armroll,,aktif,28,28,28,28,28,1
3,2025,TPS Pasar Beras Bendul Merisi,158,Jl. Bendul Merisi,Kec. Wonokromo,Kel. Bendul Merisi,TPS,0,TPS,armroll,,aktif,28,28,28,28,28,1
3,2025,TPS Jagir,159,Jl. Jagir,Kec. Wonokromo,Kel. Jagir,TPS,0,TPS,compactor,,aktif,26.4,26.4,26.4,26.4,26.4,1
3,2025,TPS Raya Prapen,160,Jl. Raya Prapen Sisi Barat,Kec. Tenggilis Mejoyo,Kel. Panjang Jiwo,TPS,0,LANDASAN,compactor,,aktif,19.8,19.8,19.8,19.8,19.8,1
3,2025,DEPO BENDUL MERISI,161,JL. BENDUL MERISI SELATAN,Kec. Wonokromo,Kel. Bendul Merisi,TPS,0,TPS,armroll,,aktif,42,42,42,42,42,1
3,2025,TPS Prapen DKK,162,Jl. Jemur Sari DKK,Kec. Tenggilis Mejoyo,Kel. Panjang Jiwo,TPS,0,TPS,compactor,,aktif,19.8,19.8,19.8,19.8,19.8,1
3,2025,TPS PASAR KEDURUS,163,JL. PASAR KEDURUS,Kec. Karangpilang,Kel. Kedurus,TPS,0,TPS,armroll,,aktif,28,28,28,28,28,1
3,2025,TPS Kemlaten,164,Jl. Mastrip,Kec. Karangpilang,Kel. Kedurus,TPS,0,TPS,armroll,,aktif,28,28,28,28,28,1
3,2025,TPS bogangin,165,Jl. Mastrip,Kec. Karangpilang,Kel. Kedurus,TPS,0,TPS,armroll,,aktif,28,28,28,28,28,1
3,2025,TPS KEBRAON,166,JL. KEBRAON SELATAN,Kec. Karangpilang,Kel. Kebraon,TPS,0,TPS,compactor,,aktif,28,28,28,28,28,1
3,2025,TPS RUSUNAWA WARUGUNUNG,167,JL. MASTRIP WARUGUNUNG,Kec. Karangpilang,Kel. Warugunung,TPS,0,TPS,armroll,,aktif,14,14,14,14,14,1
3,2025,TPS Kendal Sari Wonorejo,127,Jl. Kendalsari ( Barat Kebun Bibit ),Kec. Rungkut,Kel. Penjaringan Sari,TPS,0,TPS,armroll,,aktif,16.5,16.5,16.5,16.5,16.5,1
3,2025,TPS KETINTANG BARU SELATAN,168,JL. KETINTANG SELATAN,Kec. Jambangan,Kel. Ketintang,TPS,0,TPS,compactor,,aktif,28,28,28,28,28,1
3,2025,TPS Gayungsari,169,Jl. Gayungsari 4,Kec. Gayungan,Kel. Gayungan,TPS,0,TPS,armroll,,aktif,14,14,14,14,14,1
3,2025,TPS Penjaringan Sari,128,Jl. Pandugo,Kec. Rungkut,Kel. Penjaringansari,TPS,0,TPS,compactor,,aktif,28,28,28,28,28,1
3,2025,TPS GAYUNGPRING,170,JL GAYUNGSARI 4,Kec. Gayungan,Kel. Menanggal,TPS,0,TPS,armroll,,aktif,14,14,14,14,14,1
3,2025,TPS Medokan Ayu,129,Jl. Medokan Asri Tengah,Kec. Rungkut,Kel. Medokan Ayu,TPS,0,TPS,armroll,,aktif,28,28,28,28,28,1
3,2025,TPS PASAR KEBONSARI,171,JL KEBONSARI TENGAH,Kec. Jambangan,Kel. Kebonsari,TPS,0,TPS,armroll,,aktif,14,14,14,14,14,1
3,2025,TPS Wonorejo,130,Jl. Raya Wonorejo,Kec. Rungkut,Kel. Wonorejo,TPS,0,TPS,compactor,,aktif,26.4,26.4,26.4,26.4,26.4,1
3,2025,TPS MENANGGAL YKP,172,JL MENANGGAL YKP,Kec. Gayungan,Kel. Menanggal,TPS,0,TPS,armroll,,aktif,14,14,14,14,14,1
3,2025,TPS Rungkut Asri Merr,131,Jl. Rungkut asri,Kec. Rungkut,Kel. Rungkut Kidul,TPS,0,TPS,compactor,,aktif,14,14,14,14,14,1
3,2025,TPS DUKUH MENANGGAL IKIP,173,JL DUKUH MENANGGAL XII,Kec. Gayungan,Kel. Dukuh Menanggal,TPS,0,TPS,armroll,,aktif,14,14,14,14,14,1
3,2025,TPS Rungkut Menanggal,132,Jl. Rungkut Menanggal Harapan,Kec. Gunung Anyar,Kel. Rungkut Menanggal,TPS,0,TPS,armroll,,aktif,14,14,14,14,14,1
3,2025,TPS Manukan Kulon Baru,174,Jl. Manukan Kulon,Kec. Tandes,Kel. Manukan Kulon,TPS,0,TPS,armroll,,aktif,14,14,14,14,14,1
3,2025,TPS Bibis Karah,175,Jl. Karah,Kec. Jambangan,Kel. Karah,TPS,0,TPS,armroll,,aktif,14,14,14,14,14,1
3,2025,TPS Metro Merr,133,Jl. Sukarno hatta (pojok Merr gunung Anyar),Kec. Gunung Anyar,Kel. Rungkut Kidul,TPS,0,TPS,compactor,,aktif,9.9,9.9,9.9,9.9,9.9,1
3,2025,TPS Jambangan,176,Jl. Jambangan,Kec. Jambangan,Kel. Jambangan,TPS,0,TPS,armroll,,aktif,28,28,28,28,28,1
3,2025,TPS Pagesangan,177,Jl. Pagesangan,Kec. Gayungan,Kel. Pagesangan,TPS,0,TPS,armroll,,aktif,28,28,28,28,28,1
